Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational  Option Type","NSLP  Provision  Status","Charter  School  (Y/N)","Charter  School  Number","Charter  Funding  Type",IRC,Low Grade,High Grade,"Enrollment  (K-12)","Free Meal  Count  (K-12)","Percent (%)  Eligible Free  (K-12)","FRPM Count  (K-12)","Percent (%)  Eligible FRPM  (K-12)","Enrollment  (Ages 5-17)","Free Meal  Count  (Ages 5-17)","Percent (%)  Eligible Free  (Ages 5-17)","FRPM Count  (Ages 5-17)","Percent (%)  Eligible FRPM  (Ages 5-17)","2013-14  CALPADS Fall 1  Certification Status"
2014-2015,37,68338,6039788,San Diego,San Diego Unified,Johnson Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,N,,,N,K,5,411,307,74.7%,359,87.3%,397,297,74.8%,347,87.4%,Y
2014-2015,37,68338,6039796,San Diego,San Diego Unified,Jones Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,363,96,26.4%,153,42.1%,353,91,25.8%,146,41.4%,Y
2014-2015,37,68338,6039804,San Diego,San Diego Unified,Juarez Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,207,101,48.8%,131,63.3%,203,99,48.8%,129,63.5%,Y
2014-2015,37,68338,6039812,San Diego,San Diego Unified,Keiller Leadership Academy,Unified School District,Elementary Schools (Public),Traditional,Provision 2,Y,695,Directly funded,N,K,8,515,322,62.5%,398,77.3%,509,319,62.7%,395,77.6%,Y
2014-2015,37,68338,6039846,San Diego,San Diego Unified,La Jolla Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,595,34,5.7%,38,6.4%,590,34,5.8%,38,6.4%,Y
2014-2015,37,68338,6039853,San Diego,San Diego Unified,Lafayette Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,266,161,60.5%,203,76.3%,258,159,61.6%,200,77.5%,Y
2014-2015,37,68338,6039861,San Diego,San Diego Unified,Lee Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,N,,,N,K,5,348,235,67.5%,282,81%,342,233,68.1%,280,81.9%,Y
2014-2015,37,68338,6039879,San Diego,San Diego Unified,Linda Vista Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,N,,,N,K,5,437,368,84.2%,410,93.8%,430,362,84.2%,404,94%,Y
2014-2015,37,68338,6039887,San Diego,San Diego Unified,Lindbergh/Schweitzer Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,512,249,48.6%,343,67%,498,241,48.4%,335,67.3%,Y
2014-2015,37,68338,6039895,San Diego,San Diego Unified,Logan K-8,Unified School District,Elementary Schools (Public),Traditional,Provision 2,N,,,N,K,8,637,533,83.7%,581,91.2%,627,525,83.7%,573,91.4%,Y
2014-2015,37,68338,6039903,San Diego,San Diego Unified,Loma Portal Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,4,434,109,25.1%,144,33.2%,423,105,24.8%,139,32.9%,Y
2014-2015,37,68338,6039911,San Diego,San Diego Unified,Longfellow K-8,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,8,832,251,30.2%,378,45.4%,815,247,30.3%,373,45.8%,Y
2014-2015,37,68338,6039929,San Diego,San Diego Unified,Perkins K-8,Unified School District,Elementary Schools (Public),Traditional,Provision 2,N,,,N,K,8,473,416,87.9%,459,97%,469,413,88.1%,456,97.2%,Y
2014-2015,37,68338,6039952,San Diego,San Diego Unified,Marshall Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,N,,,N,K,5,524,466,88.9%,508,96.9%,509,454,89.2%,494,97.1%,Y
2014-2015,37,68338,6039960,San Diego,San Diego Unified,Marvin Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,404,60,14.9%,100,24.8%,389,59,15.2%,99,25.4%,Y
2014-2015,37,68338,6039978,San Diego,San Diego Unified,McKinley Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,568,184,32.4%,237,41.7%,558,182,32.6%,235,42.1%,Y
2014-2015,37,68338,6040000,San Diego,San Diego Unified,Language Academy,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,8,1037,338,32.6%,470,45.3%,1027,337,32.8%,467,45.5%,Y
2014-2015,37,68338,6040018,San Diego,San Diego Unified,Harriet Tubman Village Charter,Unified School District,Elementary Schools (Public),Traditional,,Y,46,Directly funded,N,K,8,363,253,69.7%,276,76%,357,248,69.5%,271,75.9%,Y
2014-2015,37,68338,6040026,San Diego,San Diego Unified,Oak Park Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,N,,,N,K,5,534,349,65.4%,456,85.4%,521,340,65.3%,443,85%,Y
2014-2015,37,68338,6040034,San Diego,San Diego Unified,Ocean Beach Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,4,487,196,40.2%,249,51.1%,474,191,40.3%,244,51.5%,Y
2014-2015,37,68338,6040042,San Diego,San Diego Unified,Pacific Beach Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,418,109,26.1%,148,35.4%,411,107,26%,144,35%,Y
2014-2015,37,68338,6040059,San Diego,San Diego Unified,Paradise Hills Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,N,,,N,K,5,299,185,61.9%,246,82.3%,292,184,63%,241,82.5%,Y
2014-2015,37,68338,6040067,San Diego,San Diego Unified,Perry Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,436,160,36.7%,282,64.7%,432,159,36.8%,279,64.6%,Y
2014-2015,37,68338,6040083,San Diego,San Diego Unified,Riley/New Dawn,Unified School District,Special Education Schools (Public),Special Education School,Provision 2,N,,,N,K,12,167,104,62.3%,126,75.4%,155,96,61.9%,118,76.1%,Y
2014-2015,37,68338,6040091,San Diego,San Diego Unified,Rolando Park Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,N,,,N,K,5,230,158,68.7%,202,87.8%,220,151,68.6%,194,88.2%,Y
2014-2015,37,68338,6040109,San Diego,San Diego Unified,Ross Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,N,,,N,K,5,327,228,69.7%,288,88.1%,322,223,69.3%,283,87.9%,Y
2014-2015,37,68338,6040117,San Diego,San Diego Unified,Rowan Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,N,,,N,K,5,233,148,63.5%,200,85.8%,230,146,63.5%,197,85.7%,Y
2014-2015,37,68338,6040133,San Diego,San Diego Unified,Sequoia Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,259,127,49%,160,61.8%,253,127,50.2%,160,63.2%,Y
2014-2015,37,68338,6040141,San Diego,San Diego Unified,Sessions Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,492,65,13.2%,111,22.6%,479,63,13.2%,105,21.9%,Y
2014-2015,37,68338,6040158,San Diego,San Diego Unified,Sherman Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,N,,,N,K,5,678,545,80.4%,591,87.2%,662,532,80.4%,578,87.3%,Y
2014-2015,37,68338,6040166,San Diego,San Diego Unified,Silver Gate Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,4,569,62,10.9%,100,17.6%,552,61,11.1%,96,17.4%,Y
2014-2015,37,68338,6040174,San Diego,San Diego Unified,Spreckels Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,603,191,31.7%,266,44.1%,591,186,31.5%,259,43.8%,Y
2014-2015,37,68338,6040190,San Diego,San Diego Unified,King-Chavez Primary Academy,Unified School District,Elementary Schools (Public),Traditional,Provision 2,Y,705,Directly funded,N,K,2,401,381,95%,388,96.8%,388,369,95.1%,376,96.9%,Y
2014-2015,37,68338,6040208,San Diego,San Diego Unified,Sunset View Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,4,470,42,8.9%,61,13%,462,42,9.1%,61,13.2%,Y
2014-2015,37,68338,6040224,San Diego,San Diego Unified,Toler Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,249,103,41.4%,137,55%,242,102,42.1%,135,55.8%,Y
2014-2015,37,68338,6040232,San Diego,San Diego Unified,Torrey Pines Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,550,21,3.8%,40,7.3%,536,21,3.9%,40,7.5%,Y
2014-2015,37,68338,6040257,San Diego,San Diego Unified,Valencia Park Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,N,,,N,K,5,459,352,76.7%,415,90.4%,445,341,76.6%,401,90.1%,Y
2014-2015,37,68338,6040265,San Diego,San Diego Unified,Washington Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,N,,,N,K,5,329,198,60.2%,251,76.3%,322,195,60.6%,247,76.7%,Y
2014-2015,37,68338,6040273,San Diego,San Diego Unified,Webster Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,N,,,N,K,6,329,241,73.3%,306,93%,325,238,73.2%,303,93.2%,Y
2014-2015,37,68338,6040281,San Diego,San Diego Unified,Wegeforth Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,214,82,38.3%,126,58.9%,209,79,37.8%,123,58.9%,Y
2014-2015,37,68338,6040299,San Diego,San Diego Unified,Benchley/Weinberger Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,559,70,12.5%,113,20.2%,553,70,12.7%,113,20.4%,Y
2014-2015,37,68338,6040307,San Diego,San Diego Unified,Whitman Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,265,154,58.1%,194,73.2%,257,149,58%,188,73.2%,Y
2014-2015,37,68338,6059588,San Diego,San Diego Unified,Bell Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,N,,,N,6,8,912,565,62%,734,80.5%,912,565,62%,734,80.5%,Y
2014-2015,37,68338,6059596,San Diego,San Diego Unified,Correia Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,7,8,838,249,29.7%,332,39.6%,838,249,29.7%,332,39.6%,Y
2014-2015,37,68338,6059604,San Diego,San Diego Unified,Dana,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,5,6,821,225,27.4%,314,38.2%,821,225,27.4%,314,38.2%,Y
2014-2015,37,68338,6059638,San Diego,San Diego Unified,Lewis Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,1042,341,32.7%,484,46.4%,1042,341,32.7%,484,46.4%,Y
2014-2015,37,68338,6059646,San Diego,San Diego Unified,Mann Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,N,,,N,6,8,760,651,85.7%,708,93.2%,760,651,85.7%,708,93.2%,Y
2014-2015,37,68338,6059653,San Diego,San Diego Unified,Marston Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,739,328,44.4%,439,59.4%,739,328,44.4%,439,59.4%,Y
2014-2015,37,68338,6059679,San Diego,San Diego Unified,Montgomery Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,N,,,N,6,8,475,367,77.3%,437,92%,475,367,77.3%,437,92%,Y
2014-2015,37,68338,6059687,San Diego,San Diego Unified,Muirlands Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,1033,207,20%,260,25.2%,1033,207,20%,260,25.2%,Y
2014-2015,37,68338,6059695,San Diego,San Diego Unified,Pacific Beach Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,581,247,42.5%,315,54.2%,581,247,42.5%,315,54.2%,Y
2014-2015,37,68338,6059703,San Diego,San Diego Unified,Roosevelt International Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,N,,,N,6,8,961,577,60%,725,75.4%,960,576,60%,724,75.4%,Y
2014-2015,37,68338,6059711,San Diego,San Diego Unified,Taft Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,489,229,46.8%,326,66.7%,489,229,46.8%,326,66.7%,Y
2014-2015,37,68338,6061964,San Diego,San Diego Unified,The O'Farrell Charter,Unified School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,Y,48,Directly funded,N,K,12,1456,838,57.6%,1178,80.9%,1444,831,57.5%,1170,81%,Y
2014-2015,37,68338,6061972,San Diego,San Diego Unified,Pershing Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,701,170,24.3%,252,35.9%,701,170,24.3%,252,35.9%,Y
2014-2015,37,68338,6061980,San Diego,San Diego Unified,Wilson Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,N,,,N,6,8,621,535,86.2%,590,95%,621,535,86.2%,590,95%,Y
2014-2015,37,68338,6069116,San Diego,San Diego Unified,Miramar Ranch Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,759,59,7.8%,103,13.6%,746,55,7.4%,99,13.3%,Y
2014-2015,37,68338,6071914,San Diego,San Diego Unified,Mason Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,824,280,34%,420,51%,802,274,34.2%,411,51.2%,Y
2014-2015,37,68338,6077317,San Diego,San Diego Unified,Penn Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,383,236,61.6%,295,77%,375,232,61.9%,288,76.8%,Y
2014-2015,37,68338,6089015,San Diego,San Diego Unified,Ericson Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,738,209,28.3%,312,42.3%,717,203,28.3%,303,42.3%,Y
2014-2015,37,68338,6089023,San Diego,San Diego Unified,Hickman Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,581,167,28.7%,241,41.5%,559,164,29.3%,236,42.2%,Y
2014-2015,37,68338,6089049,San Diego,San Diego Unified,Sandburg Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,781,166,21.3%,247,31.6%,761,162,21.3%,241,31.7%,Y
2014-2015,37,68338,6089056,San Diego,San Diego Unified,Tierrasanta Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,472,164,34.7%,198,41.9%,459,161,35.1%,194,42.3%,Y
2014-2015,37,68338,6089064,San Diego,San Diego Unified,Walker Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,539,334,62%,410,76.1%,523,326,62.3%,399,76.3%,Y
2014-2015,37,68338,6093256,San Diego,San Diego Unified,Miller Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,709,169,23.8%,454,64%,689,167,24.2%,443,64.3%,Y
2014-2015,37,68338,6096051,San Diego,San Diego Unified,Hancock Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,663,205,30.9%,480,72.4%,643,199,30.9%,468,72.8%,Y
2014-2015,37,68338,6096598,San Diego,San Diego Unified,Standley Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,1072,255,23.8%,377,35.2%,1072,255,23.8%,377,35.2%,Y
2014-2015,37,68338,6096879,San Diego,San Diego Unified,Dailard Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,534,73,13.7%,102,19.1%,530,72,13.6%,101,19.1%,Y
2014-2015,37,68338,6097844,San Diego,San Diego Unified,Wangenheim Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,912,342,37.5%,488,53.5%,912,342,37.5%,488,53.5%,Y
2014-2015,37,68338,6099055,San Diego,San Diego Unified,Doyle Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,898,181,20.2%,265,29.5%,863,176,20.4%,260,30.1%,Y
2014-2015,37,68338,6099063,San Diego,San Diego Unified,Farb Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,436,179,41.1%,325,74.5%,436,179,41.1%,325,74.5%,Y
2014-2015,37,68338,6099071,San Diego,San Diego Unified,Jerabek Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,647,28,4.3%,40,6.2%,639,28,4.4%,40,6.3%,Y
2014-2015,37,68338,6099089,San Diego,San Diego Unified,Vista Grande Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,443,94,21.2%,182,41.1%,432,93,21.5%,178,41.2%,Y
2014-2015,37,68338,6106173,San Diego,San Diego Unified,Bethune K-8,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,8,647,301,46.5%,440,68%,646,301,46.6%,440,68.1%,Y
2014-2015,37,68338,6106181,San Diego,San Diego Unified,De Portola Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,969,252,26%,457,47.2%,969,252,26%,457,47.2%,Y
2014-2015,37,68338,6106199,San Diego,San Diego Unified,Zamorano Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,1257,702,55.8%,899,71.5%,1229,686,55.8%,881,71.7%,Y
2014-2015,37,68338,6107056,San Diego,San Diego Unified,Challenger Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,990,284,28.7%,439,44.3%,990,284,28.7%,439,44.3%,Y
2014-2015,37,68338,6109599,San Diego,San Diego Unified,Hage Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,628,139,22.1%,232,36.9%,606,136,22.4%,227,37.5%,Y
2014-2015,37,68338,6112460,San Diego,San Diego Unified,Kumeyaay Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,472,47,10%,69,14.6%,458,47,10.3%,69,15.1%,Y
2014-2015,37,68338,6112478,San Diego,San Diego Unified,Nye Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,N,,,N,K,5,525,305,58.1%,434,82.7%,516,300,58.1%,427,82.8%,Y
2014-2015,37,68338,6112726,San Diego,San Diego Unified,Dingeman Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,832,34,4.1%,48,5.8%,814,33,4.1%,47,5.8%,Y
2014-2015,37,68338,6113211,San Diego,San Diego Unified,McGill School of Success,Unified School District,Elementary Schools (Public),Traditional,Provision 2,Y,95,Directly funded,N,K,3,134,105,78.4%,128,95.5%,129,100,77.5%,123,95.3%,Y
2014-2015,37,68338,6114060,San Diego,San Diego Unified,Clark Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,N,,,N,6,8,1036,898,86.7%,1003,96.8%,1036,898,86.7%,1003,96.8%,Y
2014-2015,37,68338,6114292,San Diego,San Diego Unified,Kimbrough Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,N,,,N,K,5,453,404,89.2%,435,96%,443,394,88.9%,425,95.9%,Y
2014-2015,37,68338,6114300,San Diego,San Diego Unified,Chavez Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,N,,,N,K,5,489,394,80.6%,469,95.9%,475,384,80.8%,456,96%,Y
2014-2015,37,68338,6114375,San Diego,San Diego Unified,Rosa Parks Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,N,,,N,K,5,984,884,89.8%,957,97.3%,961,864,89.9%,934,97.2%,Y
2014-2015,37,68338,6115331,San Diego,San Diego Unified,Marshall Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,1611,140,8.7%,181,11.2%,1611,140,8.7%,181,11.2%,Y
2014-2015,37,68338,6115570,San Diego,San Diego Unified,Museum,Unified School District,Elementary Schools (Public),Traditional,,Y,81,Directly funded,N,K,8,232,31,13.4%,47,20.3%,232,31,13.4%,47,20.3%,Y
2014-2015,37,68338,6117279,San Diego,San Diego Unified,Holly Drive Leadership Academy,Unified School District,Elementary Schools (Public),Traditional,Provision 2,Y,264,Directly funded,N,K,8,151,99,65.6%,121,80.1%,149,98,65.8%,120,80.5%,Y
2014-2015,37,68338,6117683,San Diego,San Diego Unified,Explorer Elementary,Unified School District,Elementary Schools (Public),Traditional,,Y,278,Directly funded,Y,K,5,350,67,19.1%,113,32.3%,350,67,19.1%,113,32.3%,Y
2014-2015,37,68338,6119135,San Diego,San Diego Unified,Scripps Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,747,20,2.7%,39,5.2%,741,20,2.7%,39,5.3%,Y
2014-2015,37,68338,6119168,San Diego,San Diego Unified,San Diego Cooperative Charter,Unified School District,Elementary Schools (Public),Traditional,,Y,396,Directly funded,N,K,8,462,86,18.6%,125,27.1%,460,85,18.5%,124,27%,Y
